DOID:0050451	Brugada syndrome	KEGG-path:ko00564	Glycerophospholipid metabolism
DOID:0050451	Brugada syndrome	KEGG-path:ko00564	Glycerophospholipid metabolism
DOID:0050451	Brugada syndrome	KEGG-path:ko04010	MAPK signaling pathway
DOID:0050451	Brugada syndrome	KEGG-path:ko04010	MAPK signaling pathway
DOID:0050451	Brugada syndrome	KEGG-path:ko04020	Calcium signaling pathway
DOID:0050451	Brugada syndrome	KEGG-path:ko04020	Calcium signaling pathway
DOID:0050451	Brugada syndrome	KEGG-path:ko04260	Cardiac muscle contraction
DOID:0050451	Brugada syndrome	KEGG-path:ko04260	Cardiac muscle contraction
DOID:0050451	Brugada syndrome	KEGG-path:ko04270	Vascular smooth muscle contraction
DOID:0050451	Brugada syndrome	KEGG-path:ko04270	Vascular smooth muscle contraction
DOID:0050451	Brugada syndrome	KEGG-path:ko04720	Long-term potentiation
DOID:0050451	Brugada syndrome	KEGG-path:ko04720	Long-term potentiation
DOID:0050451	Brugada syndrome	KEGG-path:ko04724	Glutamatergic synapse
DOID:0050451	Brugada syndrome	KEGG-path:ko04724	Glutamatergic synapse
DOID:0050451	Brugada syndrome	KEGG-path:ko04912	GnRH signaling pathway
DOID:0050451	Brugada syndrome	KEGG-path:ko04912	GnRH signaling pathway
DOID:0050451	Brugada syndrome	KEGG-path:ko04930	Type II diabetes mellitus
DOID:0050451	Brugada syndrome	KEGG-path:ko04930	Type II diabetes mellitus
DOID:0050451	Brugada syndrome	KEGG-path:ko04974	Protein digestion and absorption
DOID:0050451	Brugada syndrome	KEGG-path:ko04974	Protein digestion and absorption
DOID:0050451	Brugada syndrome	KEGG-path:ko05010	Alzheimer's disease
DOID:0050451	Brugada syndrome	KEGG-path:ko05010	Alzheimer's disease
DOID:0050451	Brugada syndrome	KEGG-path:ko05410	Hypertrophic cardiomyopathy (HCM)
DOID:0050451	Brugada syndrome	KEGG-path:ko05410	Hypertrophic cardiomyopathy (HCM)
DOID:0050451	Brugada syndrome	KEGG-path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
DOID:0050451	Brugada syndrome	KEGG-path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
DOID:0050451	Brugada syndrome	KEGG-path:ko05414	Dilated cardiomyopathy
DOID:0050451	Brugada syndrome	KEGG-path:ko05414	Dilated cardiomyopathy
DOID:0050451	Brugada syndrome	REACT:111217	Metabolism
DOID:0050451	Brugada syndrome	REACT:111217	Metabolism
DOID:0050471	Carney complex	KEGG-path:ko04210	Apoptosis
DOID:0050471	Carney complex	KEGG-path:ko04210	Apoptosis
DOID:0050471	Carney complex	KEGG-path:ko04910	Insulin signaling pathway
DOID:0050471	Carney complex	KEGG-path:ko04910	Insulin signaling pathway
DOID:0050471	Carney complex	REACT:111102	Signal Transduction
DOID:0050471	Carney complex	REACT:111102	Signal Transduction
DOID:0050471	Carney complex	REACT:111217	Metabolism
DOID:0050471	Carney complex	REACT:111217	Metabolism
DOID:0050471	Carney complex	REACT:15518	Transmembrane transport of small molecules
DOID:0050471	Carney complex	REACT:15518	Transmembrane transport of small molecules
DOID:0050471	Carney complex	REACT:604	Hemostasis
DOID:0050471	Carney complex	REACT:604	Hemostasis
DOID:0050471	Carney complex	REACT:6900	Immune System
DOID:0050471	Carney complex	REACT:6900	Immune System
DOID:0050476	Barth syndrome	KEGG-path:ko00564	Glycerophospholipid metabolism
DOID:0050476	Barth syndrome	REACT:111217	Metabolism
DOID:0050476	Barth syndrome	REACT:17015	Metabolism of proteins
DOID:0050545	visceral heterotaxy	KEGG-path:ko04060	Cytokine-cytokine receptor interaction
DOID:0050545	visceral heterotaxy	KEGG-path:ko04060	Cytokine-cytokine receptor interaction
DOID:0050545	visceral heterotaxy	KEGG-path:ko04350	TGF-beta signaling pathway
DOID:0050545	visceral heterotaxy	KEGG-path:ko04350	TGF-beta signaling pathway
DOID:0050545	visceral heterotaxy	REACT:111102	Signal Transduction
DOID:0050545	visceral heterotaxy	REACT:111102	Signal Transduction
DOID:0050793	short QT syndrome	KEGG-path:ko04971	Gastric acid secretion
DOID:0050793	short QT syndrome	KEGG-path:ko04972	Pancreatic secretion
DOID:0050793	short QT syndrome	KEGG-path:ko04974	Protein digestion and absorption
DOID:0050793	short QT syndrome	KEGG-path:ko05110	Vibrio cholerae infection
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04010	MAPK signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04012	ErbB signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04062	Chemokine signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04114	Oocyte meiosis
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04150	mTOR signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04270	Vascular smooth muscle contraction
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04320	Dorso-ventral axis formation
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04360	Axon guidance
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04370	VEGF signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04380	Osteoclast differentiation
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04510	Focal adhesion
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04530	Tight junction
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04540	Gap junction
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04620	Toll-like receptor signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04650	Natural killer cell mediated cytotoxicity
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04660	T cell receptor signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04662	B cell receptor signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04664	Fc epsilon RI signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04666	Fc gamma R-mediated phagocytosis
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04720	Long-term potentiation
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04722	Neurotrophin signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04730	Long-term depression
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04810	Regulation of actin cytoskeleton
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04910	Insulin signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04912	GnRH signaling pathway
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04914	Progesterone-mediated oocyte maturation
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04916	Melanogenesis
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko04960	Aldosterone-regulated sodium reabsorption
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05020	Prion diseases
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05160	Hepatitis C
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05200	Pathways in cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05210	Colorectal cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05211	Renal cell carcinoma
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05212	Pancreatic cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05213	Endometrial cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05214	Glioma
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05215	Prostate cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05216	Thyroid cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05218	Melanoma
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05219	Bladder cancer
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05220	Chronic myeloid leukemia
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05221	Acute myeloid leukemia
DOID:0060233	cardiofaciocutaneous syndrome	KEGG-path:ko05223	Non-small cell lung cancer
DOID:0060233	cardiofaciocutaneous syndrome	REACT:111102	Signal Transduction
DOID:0060233	cardiofaciocutaneous syndrome	REACT:147795	Innate Immune System
DOID:0060233	cardiofaciocutaneous syndrome	REACT:604	Hemostasis
DOID:0060233	cardiofaciocutaneous syndrome	REACT:6782	TRAF6 Mediated Induction of proinflammatory cytokines
DOID:0060233	cardiofaciocutaneous syndrome	REACT:6900	Immune System
DOID:0060248	Simpson-Golabi-Behmel syndrome	REACT:111102	Signal Transduction
DOID:0060248	Simpson-Golabi-Behmel syndrome	REACT:111217	Metabolism
DOID:0060352	Kleefstra syndrome	KEGG-path:ko00310	Lysine degradation
DOID:0060352	Kleefstra syndrome	REACT:120956	Cellular responses to stress
DOID:0060352	Kleefstra syndrome	REACT:71	Gene Expression
DOID:11335	sarcoidosis	KEGG-path:ko04145	Phagosome
DOID:11335	sarcoidosis	KEGG-path:ko04145	Phagosome
DOID:11335	sarcoidosis	KEGG-path:ko04514	Cell adhesion molecules (CAMs)
DOID:11335	sarcoidosis	KEGG-path:ko04514	Cell adhesion molecules (CAMs)
DOID:11335	sarcoidosis	KEGG-path:ko04612	Antigen processing and presentation
DOID:11335	sarcoidosis	KEGG-path:ko04612	Antigen processing and presentation
DOID:11335	sarcoidosis	KEGG-path:ko04640	Hematopoietic cell lineage
DOID:11335	sarcoidosis	KEGG-path:ko04640	Hematopoietic cell lineage
DOID:11335	sarcoidosis	KEGG-path:ko04672	Intestinal immune network for IgA production
DOID:11335	sarcoidosis	KEGG-path:ko04672	Intestinal immune network for IgA production
DOID:11335	sarcoidosis	KEGG-path:ko04940	Type I diabetes mellitus
DOID:11335	sarcoidosis	KEGG-path:ko04940	Type I diabetes mellitus
DOID:11335	sarcoidosis	KEGG-path:ko05140	Leishmaniasis
DOID:11335	sarcoidosis	KEGG-path:ko05140	Leishmaniasis
DOID:11335	sarcoidosis	KEGG-path:ko05145	Toxoplasmosis
DOID:11335	sarcoidosis	KEGG-path:ko05145	Toxoplasmosis
DOID:11335	sarcoidosis	KEGG-path:ko05150	Staphylococcus aureus infection
DOID:11335	sarcoidosis	KEGG-path:ko05150	Staphylococcus aureus infection
DOID:11335	sarcoidosis	KEGG-path:ko05152	Tuberculosis
DOID:11335	sarcoidosis	KEGG-path:ko05152	Tuberculosis
DOID:11335	sarcoidosis	KEGG-path:ko05310	Asthma
DOID:11335	sarcoidosis	KEGG-path:ko05310	Asthma
DOID:11335	sarcoidosis	KEGG-path:ko05320	Autoimmune thyroid disease
DOID:11335	sarcoidosis	KEGG-path:ko05320	Autoimmune thyroid disease
DOID:11335	sarcoidosis	KEGG-path:ko05322	Systemic lupus erythematosus
DOID:11335	sarcoidosis	KEGG-path:ko05322	Systemic lupus erythematosus
DOID:11335	sarcoidosis	KEGG-path:ko05323	Rheumatoid arthritis
DOID:11335	sarcoidosis	KEGG-path:ko05323	Rheumatoid arthritis
DOID:11335	sarcoidosis	KEGG-path:ko05330	Allograft rejection
DOID:11335	sarcoidosis	KEGG-path:ko05330	Allograft rejection
DOID:11335	sarcoidosis	KEGG-path:ko05332	Graft-versus-host disease
DOID:11335	sarcoidosis	KEGG-path:ko05332	Graft-versus-host disease
DOID:11335	sarcoidosis	KEGG-path:ko05416	Viral myocarditis
DOID:11335	sarcoidosis	KEGG-path:ko05416	Viral myocarditis
DOID:11335	sarcoidosis	REACT:6900	Immune System
DOID:11335	sarcoidosis	REACT:6900	Immune System
DOID:11726	Emery-Dreifuss muscular dystrophy	KEGG-path:ko05410	Hypertrophic cardiomyopathy (HCM)
DOID:11726	Emery-Dreifuss muscular dystrophy	KEGG-path:ko05410	Hypertrophic cardiomyopathy (HCM)
DOID:11726	Emery-Dreifuss muscular dystrophy	KEGG-path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
DOID:11726	Emery-Dreifuss muscular dystrophy	KEGG-path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
