DOID:3393	coronary artery disease	MGI:105080	Tgoln1
DOID:3393	coronary artery disease	MGI:105080	Tgoln1
DOID:3393	coronary artery disease	MGI:105080	Tgoln1
DOID:3393	coronary artery disease	MGI:105080	Tgoln1
MESH:D006331	Heart Diseases	MGI:106636	Atp5k
DOID:6000	congestive heart failure	MGI:107812	Tubb5
DOID:6000	congestive heart failure	MGI:107812	Tubb5
MESH:D002311	Cardiomyopathy, Dilated	MGI:107812	Tubb5
OMIM:178600	Pulmonary Hypertension, Primary, 1	MGI:1888504	Retnla
OMIM:178600	Pulmonary Hypertension, Primary, 1	MGI:1888504	Retnla
OMIM:178600	Pulmonary Hypertension, Primary, 1	MGI:1888504	Retnla
MESH:D015428	Myocardial Reperfusion Injury	MGI:2676876	Mir201
MESH:D015428	Myocardial Reperfusion Injury	MGI:2676882	Mir207
MESH:D015428	Myocardial Reperfusion Injury	MGI:3619367	Mir351
MESH:D015428	Myocardial Reperfusion Injury	MGI:3619377	Mir376a
MESH:D015428	Myocardial Reperfusion Injury	MGI:3624341	Mir500
MESH:D015428	Myocardial Reperfusion Injury	MGI:3629901	Mir666
MESH:D015428	Myocardial Reperfusion Injury	MGI:3629959	Mir672
MESH:D015428	Myocardial Reperfusion Injury	MGI:3709839	Mir741
MESH:D015428	Myocardial Reperfusion Injury	MGI:3718507	Mir327
MESH:D015428	Myocardial Reperfusion Injury	MGI:3718560	Mir743b
DOID:820	myocarditis	MGI:4414022	n-Ts2
DOID:820	myocarditis	MGI:4414022	n-Ts2
MESH:D006332	Cardiomegaly	MGI:87964	Agtr1a
DOID:3393	coronary artery disease	MGI:95957	H2-T23
DOID:3393	coronary artery disease	MGI:95957	H2-T23
DOID:3393	coronary artery disease	MGI:95957	H2-T23
DOID:3393	coronary artery disease	MGI:95957	H2-T23
MESH:D006331	Heart Diseases	MGI:97570	Abcb1a
MESH:D006332	Cardiomegaly	MGI:97899	Ren2
MESH:D017379	Hypertrophy, Left Ventricular	MGI:97899	Ren2
DOID:4079	heart valve disease	MGI:98263	Ccl6
DOID:4079	heart valve disease	MGI:98263	Ccl6
DOID:4079	heart valve disease	MGI:98263	Ccl6
DOID:0050700	cardiomyopathy	MGI:98834	Trp53
DOID:0050700	cardiomyopathy	MGI:98834	Trp53
DOID:6000	congestive heart failure	MGI:98834	Trp53
DOID:6000	congestive heart failure	MGI:98834	Trp53
OMIM:608446	Myocardial Infarction, Susceptibility to	MGI:98834	Trp53
OMIM:608446	Myocardial Infarction, Susceptibility to	MGI:98834	Trp53
DOID:11843	coronary artery anomaly	NCBIGene:10	NAT2
DOID:3393	coronary artery disease	NCBIGene:1000	cadherin 2, type 1, N-cadherin (neuronal)
DOID:3393	coronary artery disease	NCBIGene:1000	cadherin 2, type 1, N-cadherin (neuronal)
DOID:3393	coronary artery disease	NCBIGene:1000	cadherin 2, type 1, N-cadherin (neuronal)
DOID:3393	coronary artery disease	NCBIGene:1000	cadherin 2, type 1, N-cadherin (neuronal)
DOID:0050451	Brugada syndrome	NCBIGene:10008	KCNE3
DOID:0050451	Brugada syndrome	NCBIGene:10008	KCNE3
OMIM:115000	Cardiac Arrhythmia	NCBIGene:10008	KCNE3
OMIM:115000	Cardiac Arrhythmia	NCBIGene:10008	KCNE3
OMIM:601144	Brugada Syndrome 1	NCBIGene:10008	KCNE3
OMIM:601144	Brugada Syndrome 1	NCBIGene:10008	KCNE3
OMIM:601144	Brugada Syndrome 1	NCBIGene:10008	KCNE3
OMIM:613119	Brugada Syndrome 6	NCBIGene:10008	KCNE3
OMIM:613119	Brugada Syndrome 6	NCBIGene:10008	KCNE3
OMIM:613119	Brugada Syndrome 6	NCBIGene:10008	KCNE3
MESH:D015428	Myocardial Reperfusion Injury	NCBIGene:100126313	MIR744
MESH:D015428	Myocardial Reperfusion Injury	NCBIGene:100126318	MIR301B
DOID:3393	coronary artery disease	NCBIGene:100129518	LOC100129518
DOID:3393	coronary artery disease	NCBIGene:100129518	LOC100129518
DOID:3393	coronary artery disease	NCBIGene:100129518	LOC100129518
DOID:3393	coronary artery disease	NCBIGene:100129518	LOC100129518
DOID:3491	Turner syndrome	NCBIGene:100129518	LOC100129518
DOID:3491	Turner syndrome	NCBIGene:100129518	LOC100129518
DOID:6000	congestive heart failure	NCBIGene:100129518	LOC100129518
DOID:6000	congestive heart failure	NCBIGene:100129518	LOC100129518
MESH:D002311	Cardiomyopathy, Dilated	NCBIGene:100129518	LOC100129518
MESH:D006332	Cardiomegaly	NCBIGene:100129518	LOC100129518
MESH:D012770	Shock, Cardiogenic	NCBIGene:100129518	LOC100129518
MESH:D018487	Ventricular Dysfunction, Left	NCBIGene:100129518	LOC100129518
MESH:D054058	Acute Coronary Syndrome	NCBIGene:100129518	LOC100129518
OMIM:154700	Marfan Syndrome	NCBIGene:100129518	LOC100129518
OMIM:154700	Marfan Syndrome	NCBIGene:100129518	LOC100129518
OMIM:154700	Marfan Syndrome	NCBIGene:100129518	LOC100129518
OMIM:178600	Pulmonary Hypertension, Primary, 1	NCBIGene:100129518	LOC100129518
OMIM:178600	Pulmonary Hypertension, Primary, 1	NCBIGene:100129518	LOC100129518
